old_url,new_url,redirect_needed
https://mitaojun.com/post-118.html,https://mitaojun.com/post-118.html,no
https://mitaojun.com/post-80.html,https://mitaojun.com/post-80.html,no
https://mitaojun.com/post-78.html,https://mitaojun.com/post-78.html,no
https://mitaojun.com/post-77.html,https://mitaojun.com/post-77.html,no
https://mitaojun.com/post-76.html,https://mitaojun.com/post-76.html,no
https://mitaojun.com/post-75.html,https://mitaojun.com/post-75.html,no
https://mitaojun.com/post-120.html,https://mitaojun.com/post-120.html,no
https://mitaojun.com/post-124.html,https://mitaojun.com/post-124.html,no
https://mitaojun.com/post-73.html,https://mitaojun.com/post-73.html,no
https://mitaojun.com/post-151.html,https://mitaojun.com/post-151.html,no
https://mitaojun.com/post-72.html,https://mitaojun.com/post-72.html,no
https://mitaojun.com/post-71.html,https://mitaojun.com/post-71.html,no
https://mitaojun.com/post-74.html,https://mitaojun.com/post-74.html,no
https://mitaojun.com/post-70.html,https://mitaojun.com/post-70.html,no
https://mitaojun.com/post-69.html,https://mitaojun.com/post-69.html,no
https://mitaojun.com/post-68.html,https://mitaojun.com/post-68.html,no
https://mitaojun.com/post-67.html,https://mitaojun.com/post-67.html,no
https://mitaojun.com/post-65.html,https://mitaojun.com/post-65.html,no
https://mitaojun.com/post-64.html,https://mitaojun.com/post-64.html,no
https://mitaojun.com/post-63.html,https://mitaojun.com/post-63.html,no
https://mitaojun.com/post-62.html,https://mitaojun.com/post-62.html,no
https://mitaojun.com/post-61.html,https://mitaojun.com/post-61.html,no
https://mitaojun.com/post-60.html,https://mitaojun.com/post-60.html,no
https://mitaojun.com/post-152.html,https://mitaojun.com/post-152.html,no
https://mitaojun.com/post-58.html,https://mitaojun.com/post-58.html,no
https://mitaojun.com/post-137.html,https://mitaojun.com/post-137.html,no
https://mitaojun.com/post-121.html,https://mitaojun.com/post-121.html,no
https://mitaojun.com/PKU-philosophy-dean-faces-Chen-challenge.html,https://mitaojun.com/PKU-philosophy-dean-faces-Chen-challenge.html,no
https://mitaojun.com/post-57.html,https://mitaojun.com/post-57.html,no
https://mitaojun.com/post-56.html,https://mitaojun.com/post-56.html,no
https://mitaojun.com/post-55.html,https://mitaojun.com/post-55.html,no
https://mitaojun.com/post-54.html,https://mitaojun.com/post-54.html,no
https://mitaojun.com/post-53.html,https://mitaojun.com/post-53.html,no
https://mitaojun.com/post-52.html,https://mitaojun.com/post-52.html,no
https://mitaojun.com/post-51.html,https://mitaojun.com/post-51.html,no
https://mitaojun.com/post-50.html,https://mitaojun.com/post-50.html,no
https://mitaojun.com/post-123.html,https://mitaojun.com/post-123.html,no
https://mitaojun.com/post-172.html,https://mitaojun.com/post-172.html,no
https://mitaojun.com/post-122.html,https://mitaojun.com/post-122.html,no
https://mitaojun.com/post-173.html,https://mitaojun.com/post-173.html,no
https://mitaojun.com/post-49.html,https://mitaojun.com/post-49.html,no
https://mitaojun.com/post-48.html,https://mitaojun.com/post-48.html,no
https://mitaojun.com/post-47.html,https://mitaojun.com/post-47.html,no
https://mitaojun.com/post-46.html,https://mitaojun.com/post-46.html,no
https://mitaojun.com/post-44.html,https://mitaojun.com/post-44.html,no
https://mitaojun.com/post-45.html,https://mitaojun.com/post-45.html,no
https://mitaojun.com/post-43.html,https://mitaojun.com/post-43.html,no
https://mitaojun.com/post-42.html,https://mitaojun.com/post-42.html,no
https://mitaojun.com/post-176.html,https://mitaojun.com/post-176.html,no
https://mitaojun.com/post-175.html,https://mitaojun.com/post-175.html,no
https://mitaojun.com/post-174.html,https://mitaojun.com/post-174.html,no
https://mitaojun.com/post-41.html,https://mitaojun.com/post-41.html,no
https://mitaojun.com/post-40.html,https://mitaojun.com/post-40.html,no
https://mitaojun.com/post-39.html,https://mitaojun.com/post-39.html,no
https://mitaojun.com/post-38.html,https://mitaojun.com/post-38.html,no
https://mitaojun.com/post-154.html,https://mitaojun.com/post-154.html,no
https://mitaojun.com/post-37.html,https://mitaojun.com/post-37.html,no
https://mitaojun.com/post-153.html,https://mitaojun.com/post-153.html,no
https://mitaojun.com/post-35.html,https://mitaojun.com/post-35.html,no
https://mitaojun.com/post-34.html,https://mitaojun.com/post-34.html,no
https://mitaojun.com/post-155.html,https://mitaojun.com/post-155.html,no
https://mitaojun.com/post-33.html,https://mitaojun.com/post-33.html,no
https://mitaojun.com/post-31.html,https://mitaojun.com/post-31.html,no
https://mitaojun.com/post-30.html,https://mitaojun.com/post-30.html,no
https://mitaojun.com/post-157.html,https://mitaojun.com/post-157.html,no
https://mitaojun.com/post-29.html,https://mitaojun.com/post-29.html,no
https://mitaojun.com/post-28.html,https://mitaojun.com/post-28.html,no
https://mitaojun.com/post-27.html,https://mitaojun.com/post-27.html,no
https://mitaojun.com/post-26.html,https://mitaojun.com/post-26.html,no
https://mitaojun.com/post-25.html,https://mitaojun.com/post-25.html,no
https://mitaojun.com/post-24.html,https://mitaojun.com/post-24.html,no
https://mitaojun.com/post-23.html,https://mitaojun.com/post-23.html,no
https://mitaojun.com/post-22.html,https://mitaojun.com/post-22.html,no
https://mitaojun.com/post-21.html,https://mitaojun.com/post-21.html,no
https://mitaojun.com/norwegianwood.html,https://mitaojun.com/norwegianwood.html,no
https://mitaojun.com/post-19.html,https://mitaojun.com/post-19.html,no
https://mitaojun.com/post-18.html,https://mitaojun.com/post-18.html,no
https://mitaojun.com/post-17.html,https://mitaojun.com/post-17.html,no
https://mitaojun.com/post-16.html,https://mitaojun.com/post-16.html,no
https://mitaojun.com/post-13.html,https://mitaojun.com/post-13.html,no
https://mitaojun.com/post-12.html,https://mitaojun.com/post-12.html,no
https://mitaojun.com/post-11.html,https://mitaojun.com/post-11.html,no
https://mitaojun.com/christmas.html,https://mitaojun.com/christmas.html,no
https://mitaojun.com/post-177.html,https://mitaojun.com/post-177.html,no
https://mitaojun.com/loveletter.html,https://mitaojun.com/loveletter.html,no
https://mitaojun.com/post-15.html,https://mitaojun.com/post-15.html,no
https://mitaojun.com/post-8.html,https://mitaojun.com/post-8.html,no
https://mitaojun.com/post-7.html,https://mitaojun.com/post-7.html,no
https://mitaojun.com/post-6.html,https://mitaojun.com/post-6.html,no
https://mitaojun.com/post-5.html,https://mitaojun.com/post-5.html,no
https://mitaojun.com/post-4.html,https://mitaojun.com/post-4.html,no
https://mitaojun.com/post-3.html,https://mitaojun.com/post-3.html,no
https://mitaojun.com/post-2.html,https://mitaojun.com/post-2.html,no
https://mitaojun.com/post-1.html,https://mitaojun.com/post-1.html,no
https://mitaojun.com/post-158.html,https://mitaojun.com/post-158.html,no
https://mitaojun.com/about.html,https://mitaojun.com/about.html,no
https://mitaojun.com/sort/love,https://mitaojun.com/sort/love,no
https://mitaojun.com/sort/people,https://mitaojun.com/sort/people,no
https://mitaojun.com/sort/philosophy,https://mitaojun.com/sort/philosophy,no
https://mitaojun.com/sort/life,https://mitaojun.com/sort/life,no
https://mitaojun.com/sort/language,https://mitaojun.com/sort/language,no
https://mitaojun.com/sort/internet,https://mitaojun.com/sort/internet,no
https://mitaojun.com/sort/ad,https://mitaojun.com/sort/ad,no
https://mitaojun.com/tag/%E5%86%99%E4%BD%9C,https://mitaojun.com/tag/%E5%86%99%E4%BD%9C,no
https://mitaojun.com/tag/%E7%88%B1%E6%83%85,https://mitaojun.com/tag/%E7%88%B1%E6%83%85,no
https://mitaojun.com/tag/%E7%BD%91%E8%AF%BE,https://mitaojun.com/tag/%E7%BD%91%E8%AF%BE,no
https://mitaojun.com/tag/%E6%96%87%E5%AD%97,https://mitaojun.com/tag/%E6%96%87%E5%AD%97,no
https://mitaojun.com/tag/%E8%8B%B1%E8%AF%AD,https://mitaojun.com/tag/%E8%8B%B1%E8%AF%AD,no
https://mitaojun.com/record/202601,https://mitaojun.com/record/202601,no
https://mitaojun.com/record/202403,https://mitaojun.com/record/202403,no
https://mitaojun.com/record/202401,https://mitaojun.com/record/202401,no
https://mitaojun.com/record/201907,https://mitaojun.com/record/201907,no
https://mitaojun.com/record/201209,https://mitaojun.com/record/201209,no
https://mitaojun.com/record/201207,https://mitaojun.com/record/201207,no
https://mitaojun.com/record/201206,https://mitaojun.com/record/201206,no
https://mitaojun.com/record/201203,https://mitaojun.com/record/201203,no
https://mitaojun.com/record/201201,https://mitaojun.com/record/201201,no
https://mitaojun.com/record/201112,https://mitaojun.com/record/201112,no
https://mitaojun.com/record/201008,https://mitaojun.com/record/201008,no
https://mitaojun.com/record/201007,https://mitaojun.com/record/201007,no
https://mitaojun.com/record/201001,https://mitaojun.com/record/201001,no
https://mitaojun.com/record/200911,https://mitaojun.com/record/200911,no
https://mitaojun.com/record/200910,https://mitaojun.com/record/200910,no
https://mitaojun.com/record/200908,https://mitaojun.com/record/200908,no
https://mitaojun.com/record/200906,https://mitaojun.com/record/200906,no
https://mitaojun.com/record/200905,https://mitaojun.com/record/200905,no
https://mitaojun.com/record/200902,https://mitaojun.com/record/200902,no
https://mitaojun.com/record/200810,https://mitaojun.com/record/200810,no
https://mitaojun.com/record/200809,https://mitaojun.com/record/200809,no
https://mitaojun.com/record/200806,https://mitaojun.com/record/200806,no
https://mitaojun.com/record/200803,https://mitaojun.com/record/200803,no
https://mitaojun.com/record/200712,https://mitaojun.com/record/200712,no
https://mitaojun.com/record/200711,https://mitaojun.com/record/200711,no
https://mitaojun.com/record/200709,https://mitaojun.com/record/200709,no
https://mitaojun.com/record/200708,https://mitaojun.com/record/200708,no
https://mitaojun.com/record/200707,https://mitaojun.com/record/200707,no
https://mitaojun.com/record/200706,https://mitaojun.com/record/200706,no
https://mitaojun.com/record/200705,https://mitaojun.com/record/200705,no
https://mitaojun.com/record/200704,https://mitaojun.com/record/200704,no
https://mitaojun.com/record/200703,https://mitaojun.com/record/200703,no
https://mitaojun.com/record/200702,https://mitaojun.com/record/200702,no
https://mitaojun.com/record/200701,https://mitaojun.com/record/200701,no
https://mitaojun.com/record/200612,https://mitaojun.com/record/200612,no
https://mitaojun.com/record/200611,https://mitaojun.com/record/200611,no
https://mitaojun.com/record/200610,https://mitaojun.com/record/200610,no
https://mitaojun.com/record/200609,https://mitaojun.com/record/200609,no
https://mitaojun.com/record/200608,https://mitaojun.com/record/200608,no
https://mitaojun.com/record/200607,https://mitaojun.com/record/200607,no
https://mitaojun.com/record/200606,https://mitaojun.com/record/200606,no
https://mitaojun.com/record/200605,https://mitaojun.com/record/200605,no
https://mitaojun.com/record/200604,https://mitaojun.com/record/200604,no
https://mitaojun.com/record/200603,https://mitaojun.com/record/200603,no
https://mitaojun.com/record/200601,https://mitaojun.com/record/200601,no
https://mitaojun.com/record/200512,https://mitaojun.com/record/200512,no
https://mitaojun.com/record/200511,https://mitaojun.com/record/200511,no
https://mitaojun.com/record/200506,https://mitaojun.com/record/200506,no
